Name,City,Country Code,Days,Start,End
ma chicago,London,GB,4,1200,1500
ma chicago,London,GB,4,1900,2300
ma chicago,London,GB,5,1200,1530
ma chicago,London,GB,5,1900,2300
ma chicago,London,GB,6,1200,1530
ma chicago,London,GB,6,1900,2230
ma chicago,London,GB,0,1130,2230
ma chicago,London,GB,1,1130,2230
ma chicago,London,GB,2,1130,2230
ma chicago,London,GB,3,1130,2230
ma chicago,London,GB,4,1130,2230
ma chicago,London,GB,5,1130,2230
ma chicago,London,GB,6,1130,2200
ma chicago,Glasgow,GB,0,0900,0200
ma chicago,Glasgow,GB,1,0900,0200
ma chicago,Glasgow,GB,2,0900,0200
ma chicago,Glasgow,GB,3,0900,0300
ma chicago,Glasgow,GB,4,0900,0300
ma chicago,Glasgow,GB,5,0900,0300
ma chicago,Glasgow,GB,6,1100,0300
ma chicago,London,GB,0,1130,0100
ma chicago,London,GB,1,1130,0100
ma chicago,London,GB,2,1130,0100
ma chicago,London,GB,3,1130,0100
ma chicago,London,GB,4,1130,0100
ma chicago,London,GB,5,1130,0100
ma chicago,London,GB,6,1130,0100
ma chicago,London,GB,0,1200,2300
ma chicago,London,GB,1,1200,2300
ma chicago,London,GB,2,1200,2300
ma chicago,London,GB,3,1200,2300
ma chicago,London,GB,4,1200,2300
ma chicago,London,GB,5,1200,2300
ma chicago,London,GB,6,1200,2300
ma chicago,London,GB,0,0800,2300
ma chicago,London,GB,1,0800,2300
ma chicago,London,GB,2,0800,2300
ma chicago,London,GB,3,0800,2300
ma chicago,London,GB,4,0800,2300
ma chicago,London,GB,5,0900,2300
ma chicago,London,GB,6,0900,2300
ma chicago,London,GB,0,1230,1500
ma chicago,London,GB,0,1830,2330
ma chicago,London,GB,1,1230,1500
ma chicago,London,GB,1,1830,2330
ma chicago,London,GB,2,1230,1500
ma chicago,London,GB,2,1830,2330
ma chicago,London,GB,3,1230,1500
ma chicago,London,GB,3,1830,2330
ma chicago,London,GB,4,1230,1500
ma chicago,London,GB,4,1830,2330
ma chicago,London,GB,5,1200,1630
ma chicago,London,GB,5,1830,2330
ma chicago,London,GB,6,1230,1600
ma chicago,London,GB,6,1830,2230
ma chicago,London,GB,1,1730,2230
ma chicago,London,GB,2,1730,2230
ma chicago,London,GB,3,1730,2230
ma chicago,London,GB,4,1730,2300
ma chicago,London,GB,5,1730,2300
ma chicago,London,GB,6,1730,2200
ma chicago,London,GB,0,0800,2000
ma chicago,London,GB,1,0800,2000
ma chicago,London,GB,2,0800,2000
ma chicago,London,GB,3,0800,2000
ma chicago,London,GB,4,0800,2000
ma chicago,London,GB,5,0800,1900
ma chicago,London,GB,6,0830,1800
ma chicago,London,GB,0,0800,2230
ma chicago,London,GB,1,0800,2230
ma chicago,London,GB,2,0800,2230
ma chicago,London,GB,3,0800,2230
ma chicago,London,GB,4,0800,2230
ma chicago,London,GB,5,0800,2230
ma chicago,London,GB,6,0900,1900
ma chicago,Liverpool,GB,0,1730,2100
ma chicago,Liverpool,GB,1,1730,2100
ma chicago,Liverpool,GB,2,1730,2100
ma chicago,Liverpool,GB,3,1730,2100
ma chicago,Liverpool,GB,4,1730,2100
ma chicago,Liverpool,GB,5,1730,2100
ma chicago,Liverpool,GB,6,1730,2100
ma chicago,London,GB,0,1800,0000
ma chicago,London,GB,1,1200,0000
ma chicago,London,GB,2,1200,0000
ma chicago,London,GB,3,1200,0000
ma chicago,London,GB,4,1200,0000
ma chicago,London,GB,5,1200,0000
ma chicago,London,GB,6,1200,2300
ma chicago,London,GB,0,1800,2230
ma chicago,London,GB,1,1800,2230
ma chicago,London,GB,2,1800,2230
ma chicago,London,GB,3,1800,2230
ma chicago,London,GB,4,1800,2230
ma chicago,London,GB,5,1800,2230
ma chicago,London,GB,6,1200,2100
ma chicago,London,GB,0,1200,2200
ma chicago,London,GB,1,1200,2200
ma chicago,London,GB,2,1200,2200
ma chicago,London,GB,3,1200,2200
ma chicago,London,GB,4,1200,2200
ma chicago,London,GB,5,1800,2200
ma chicago,London,GB,6,1800,2200
ma chicago,Liverpool,GB,0,0630,1830
ma chicago,Liverpool,GB,1,0630,1830
ma chicago,Liverpool,GB,2,0630,1830
ma chicago,Liverpool,GB,3,0630,1830
ma chicago,Liverpool,GB,4,0630,1930
ma chicago,Liverpool,GB,5,0730,1930
ma chicago,Liverpool,GB,6,0800,1700
ma chicago,London,GB,0,1200,1430
ma chicago,London,GB,0,1800,2300
ma chicago,London,GB,1,1200,1430
ma chicago,London,GB,1,1800,2300
ma chicago,London,GB,2,1200,1430
ma chicago,London,GB,2,1800,2300
ma chicago,London,GB,3,1200,1430
ma chicago,London,GB,3,1800,2300
ma chicago,London,GB,4,1200,1430
ma chicago,London,GB,4,1800,2300
ma chicago,London,GB,5,1200,1430
ma chicago,London,GB,5,1800,2300
ma chicago,London,GB,6,1200,1430
ma chicago,London,GB,6,1800,2300
ma chicago,Glasgow,GB,0,1200,2230
ma chicago,Glasgow,GB,1,1200,2230
ma chicago,Glasgow,GB,2,1200,2230
ma chicago,Glasgow,GB,3,1200,2230
ma chicago,Glasgow,GB,4,1200,2230
ma chicago,Glasgow,GB,5,1200,2230
ma chicago,Glasgow,GB,6,1200,2230
ma chicago,London,GB,0,1200,1500
ma chicago,London,GB,0,1800,2330
ma chicago,London,GB,1,1200,1500
ma chicago,London,GB,1,1800,2330
ma chicago,London,GB,2,1200,1500
ma chicago,London,GB,2,1800,2330
ma chicago,London,GB,3,1200,1500
ma chicago,London,GB,3,1800,2330
ma chicago,London,GB,4,1200,1500
ma chicago,London,GB,4,1800,0000
ma chicago,London,GB,5,1200,1500
ma chicago,London,GB,5,1800,0000
ma chicago,London,GB,6,1200,1500
ma chicago,London,GB,6,1800,0000
ma chicago,Liverpool,GB,0,1700,0000
ma chicago,Liverpool,GB,1,1700,0000
ma chicago,Liverpool,GB,2,1700,0000
ma chicago,Liverpool,GB,3,1700,0100
ma chicago,Liverpool,GB,4,1700,0230
ma chicago,Liverpool,GB,5,1700,0230
ma chicago,Liverpool,GB,6,1700,0000
ma chicago,London,GB,0,1200,1430
ma chicago,London,GB,0,1730,2230
ma chicago,London,GB,1,1200,1430
ma chicago,London,GB,1,1730,2230
ma chicago,London,GB,2,1200,1430
ma chicago,London,GB,2,1730,2230
ma chicago,London,GB,3,1200,1430
ma chicago,London,GB,3,1730,2230
ma chicago,London,GB,4,1200,1430
ma chicago,London,GB,4,1730,2230
ma chicago,London,GB,5,1200,1430
ma chicago,London,GB,5,1730,2230
ma chicago,London,GB,6,1730,2230
ma chicago,London,GB,0,1230,2300
ma chicago,London,GB,1,1230,2300
ma chicago,London,GB,2,1230,2300
ma chicago,London,GB,3,1230,2300
ma chicago,London,GB,4,1230,2300
ma chicago,London,GB,5,1230,2300
ma chicago,London,GB,6,1230,2300
ma chicago,Glasgow,GB,0,0830,1700
ma chicago,Glasgow,GB,1,0830,1700
ma chicago,Glasgow,GB,2,0830,1700
ma chicago,Glasgow,GB,3,0830,1700
ma chicago,Glasgow,GB,4,0830,1700
ma chicago,Glasgow,GB,5,0900,1700
ma chicago,London,GB,0,1100,1700
ma chicago,London,GB,1,1100,1700
ma chicago,London,GB,2,1100,1700
ma chicago,London,GB,3,1100,1700
ma chicago,London,GB,4,1100,2000
ma chicago,London,GB,5,1100,2000
ma chicago,London,GB,6,1100,1700
ma chicago,Glasgow,GB,0,1130,0000
ma chicago,Glasgow,GB,1,1130,0000
ma chicago,Glasgow,GB,2,1130,0000
ma chicago,Glasgow,GB,3,1130,0000
ma chicago,Glasgow,GB,4,1130,0400
ma chicago,Glasgow,GB,5,1130,0400
ma chicago,Glasgow,GB,6,1600,0000
ma chicago,London,GB,0,1100,2300
ma chicago,London,GB,1,1100,2300
ma chicago,London,GB,2,1100,2300
ma chicago,London,GB,3,1100,2300
ma chicago,London,GB,4,1100,2300
ma chicago,London,GB,5,1100,2300
ma chicago,London,GB,6,1200,2200
ma chicago,Liverpool,GB,0,1100,2300
ma chicago,Liverpool,GB,1,1100,2300
ma chicago,Liverpool,GB,2,1100,2300
ma chicago,Liverpool,GB,3,1100,2300
ma chicago,Liverpool,GB,4,1100,2330
ma chicago,Liverpool,GB,5,1100,2330
ma chicago,Liverpool,GB,6,1100,2300
ma chicago,Glasgow,GB,0,1200,1400
ma chicago,Glasgow,GB,0,1730,2200
ma chicago,Glasgow,GB,1,1200,1400
ma chicago,Glasgow,GB,1,1730,2200
ma chicago,Glasgow,GB,2,1200,1400
ma chicago,Glasgow,GB,2,1730,2200
ma chicago,Glasgow,GB,3,1200,1400
ma chicago,Glasgow,GB,3,1730,2200
ma chicago,Glasgow,GB,4,1200,1400
ma chicago,Glasgow,GB,4,1730,2200
ma chicago,Glasgow,GB,5,1200,1400
ma chicago,Glasgow,GB,5,1730,2200
ma chicago,London,GB,0,0830,1500
ma chicago,London,GB,1,0830,2130
ma chicago,London,GB,2,0830,2130
ma chicago,London,GB,3,0830,2130
ma chicago,London,GB,4,0830,2130
ma chicago,London,GB,5,0930,2130
ma chicago,London,GB,6,0930,1500
ma chicago,Glasgow,GB,0,1200,2300
ma chicago,Glasgow,GB,1,1200,2300
ma chicago,Glasgow,GB,2,1200,2300
ma chicago,Glasgow,GB,3,1200,2300
ma chicago,Glasgow,GB,4,1200,0000
ma chicago,Glasgow,GB,5,1200,0000
ma chicago,Glasgow,GB,6,1200,2300
ma chicago,London,GB,0,1200,1430
ma chicago,London,GB,0,1800,2230
ma chicago,London,GB,1,1200,1430
ma chicago,London,GB,1,1800,2230
ma chicago,London,GB,2,1200,1430
ma chicago,London,GB,2,1800,2230
ma chicago,London,GB,3,1200,1430
ma chicago,London,GB,3,1800,2230
ma chicago,London,GB,4,1200,1430
ma chicago,London,GB,4,1800,2230
ma chicago,London,GB,5,1200,1430
ma chicago,London,GB,5,1800,2230
ma chicago,London,GB,3,1200,2100
ma chicago,London,GB,4,1200,2100
ma chicago,London,GB,5,1200,2100
ma chicago,London,GB,0,1000,1730
ma chicago,London,GB,1,1000,1730
ma chicago,London,GB,2,1000,1730
ma chicago,London,GB,3,1000,1730
ma chicago,London,GB,4,1000,1730
ma chicago,London,GB,5,1000,1730
ma chicago,London,GB,6,1000,1730
ma chicago,London,GB,0,1200,0000
ma chicago,London,GB,1,1200,0000
ma chicago,London,GB,2,1200,0000
ma chicago,London,GB,3,1200,0000
ma chicago,London,GB,4,1200,0000
ma chicago,London,GB,5,1200,0000
ma chicago,London,GB,6,1200,2300
ma chicago,London,GB,0,1000,2100
ma chicago,London,GB,1,1000,2100
ma chicago,London,GB,2,1000,2100
ma chicago,London,GB,3,1000,2100
ma chicago,London,GB,4,1000,1600
ma chicago,London,GB,6,1100,1800
ma chicago,London,GB,0,0730,1500
ma chicago,London,GB,1,0730,1500
ma chicago,London,GB,2,0730,1500
ma chicago,London,GB,3,0730,1500
ma chicago,London,GB,4,0730,1500
ma chicago,London,GB,5,0900,1700
ma chicago,London,GB,6,0900,1700
ma chicago,London,GB,0,1100,2230
ma chicago,London,GB,1,1100,2230
ma chicago,London,GB,2,1100,2230
ma chicago,London,GB,3,1100,2330
ma chicago,London,GB,4,1100,2330
ma chicago,London,GB,5,1200,2330
ma chicago,London,GB,6,1200,2230
ma chicago,London,GB,0,1200,2230
ma chicago,London,GB,1,1200,2330
ma chicago,London,GB,2,1200,2330
ma chicago,London,GB,3,1200,0000
ma chicago,London,GB,4,1200,0000
ma chicago,London,GB,5,1200,0000
ma chicago,London,GB,6,1200,2230
ma chicago,Liverpool,GB,0,1600,2300
ma chicago,Liverpool,GB,1,1600,2300
ma chicago,Liverpool,GB,2,1600,2300
ma chicago,Liverpool,GB,3,1600,2300
ma chicago,Liverpool,GB,4,1600,0100
ma chicago,Liverpool,GB,5,1600,0100
ma chicago,Liverpool,GB,6,1600,0000
ma chicago,Liverpool,GB,1,1700,2200
ma chicago,Liverpool,GB,2,1700,2200
ma chicago,Liverpool,GB,3,1700,2200
ma chicago,Liverpool,GB,4,1700,2230
ma chicago,Liverpool,GB,5,1700,2230
ma chicago,London,GB,0,1130,2230
ma chicago,London,GB,1,1130,2230
ma chicago,London,GB,2,1130,2230
ma chicago,London,GB,3,1130,2230
ma chicago,London,GB,4,1130,2230
ma chicago,London,GB,5,1130,2230
ma chicago,London,GB,6,1200,2130
ma chicago,London,GB,0,1100,2300
ma chicago,London,GB,1,1100,2300
ma chicago,London,GB,2,1100,2300
ma chicago,London,GB,3,1100,2300
ma chicago,London,GB,4,1100,2300
ma chicago,London,GB,5,1100,2300
ma chicago,London,GB,6,1100,2300
ma chicago,London,GB,0,1200,1500
ma chicago,London,GB,0,1800,0000
ma chicago,London,GB,1,0000,1500
ma chicago,London,GB,1,1800,0000
ma chicago,London,GB,2,1200,1500
ma chicago,London,GB,2,1800,0000
ma chicago,London,GB,3,1200,1500
ma chicago,London,GB,3,1800,0000
ma chicago,London,GB,4,1200,1500
ma chicago,London,GB,4,1800,0000
ma chicago,London,GB,5,1200,0000
ma chicago,London,GB,6,1200,0000
ma chicago,London,GB,0,0600,0600
ma chicago,London,GB,1,0600,0600
ma chicago,London,GB,2,0600,0600
ma chicago,London,GB,3,0600,0600
ma chicago,London,GB,4,0600,0600
ma chicago,London,GB,5,0600,0600
ma chicago,London,GB,6,0600,0600
ma chicago,London,GB,0,1200,2330
ma chicago,London,GB,1,1200,2330
ma chicago,London,GB,2,1200,2330
ma chicago,London,GB,3,1200,2330
ma chicago,London,GB,4,1200,2330
ma chicago,London,GB,5,1200,2330
ma chicago,London,GB,6,1200,2230
ma chicago,London,GB,0,1100,2300
ma chicago,London,GB,1,1100,2300
ma chicago,London,GB,2,1100,2300
ma chicago,London,GB,3,1100,2300
ma chicago,London,GB,4,1100,2330
ma chicago,London,GB,5,1100,2330
ma chicago,London,GB,6,1100,2230
ma chicago,London,GB,0,0600,1800
ma chicago,London,GB,1,0600,1800
ma chicago,London,GB,2,0600,1800
ma chicago,London,GB,3,0600,1800
ma chicago,London,GB,4,0600,1800
ma chicago,London,GB,5,0800,1600
ma chicago,London,GB,0,1600,2300
ma chicago,London,GB,1,1600,2300
ma chicago,London,GB,2,1600,2300
ma chicago,London,GB,3,1600,2300
ma chicago,London,GB,4,1600,0000
ma chicago,London,GB,5,1200,0000
ma chicago,London,GB,6,1200,2300
ma chicago,London,GB,0,1200,2300
ma chicago,London,GB,1,1200,2300
ma chicago,London,GB,2,1200,2300
ma chicago,London,GB,3,1200,2300
ma chicago,London,GB,4,1200,2300
ma chicago,London,GB,5,1200,2300
ma chicago,London,GB,6,1200,2230
ma chicago,London,GB,0,1200,2300
ma chicago,London,GB,1,1200,2300
ma chicago,London,GB,2,1200,2300
ma chicago,London,GB,3,1200,2300
ma chicago,London,GB,4,1200,2300
ma chicago,London,GB,5,1200,2300
ma chicago,London,GB,6,1200,2200
ma chicago,Liverpool,GB,0,0900,2300
ma chicago,Liverpool,GB,1,0900,2300
ma chicago,Liverpool,GB,2,0900,2300
ma chicago,Liverpool,GB,3,0900,2300
ma chicago,Liverpool,GB,4,0900,2300
ma chicago,Liverpool,GB,5,0900,2300
ma chicago,Liverpool,GB,6,0900,2200
ma chicago,London,GB,0,1200,1400
ma chicago,London,GB,0,1800,2230
ma chicago,London,GB,1,1200,1400
ma chicago,London,GB,1,1800,2230
ma chicago,London,GB,2,1200,1400
ma chicago,London,GB,2,1800,2230
ma chicago,London,GB,3,1200,1400
ma chicago,London,GB,3,1800,2230
ma chicago,London,GB,4,1200,1400
ma chicago,London,GB,4,1800,2230
ma chicago,London,GB,5,1230,1500
ma chicago,London,GB,5,1800,2230
ma chicago,London,GB,6,1230,1500
ma chicago,London,GB,6,1800,2200
ma chicago,Liverpool,GB,0,0900,2100
ma chicago,Liverpool,GB,1,0900,2100
ma chicago,Liverpool,GB,2,0900,2100
ma chicago,Liverpool,GB,3,0900,2100
ma chicago,Liverpool,GB,4,0900,2100
ma chicago,Liverpool,GB,5,0900,2100
ma chicago,Liverpool,GB,6,0900,2100
ma chicago,London,GB,0,1100,0000
ma chicago,London,GB,1,1100,0000
ma chicago,London,GB,2,1100,0000
ma chicago,London,GB,3,1100,0000
ma chicago,London,GB,4,1100,0000
ma chicago,London,GB,5,1100,0000
ma chicago,London,GB,6,1200,1600
ma chicago,Liverpool,GB,0,1130,2200
ma chicago,Liverpool,GB,1,1130,2200
ma chicago,Liverpool,GB,2,1130,2200
ma chicago,Liverpool,GB,3,1130,2200
ma chicago,Liverpool,GB,4,1130,2200
ma chicago,Liverpool,GB,5,1130,2200
ma chicago,London,GB,0,1200,2300
ma chicago,London,GB,1,1200,2300
ma chicago,London,GB,2,1200,2300
ma chicago,London,GB,3,1200,2300
ma chicago,London,GB,4,1200,2300
ma chicago,London,GB,5,1200,2300
ma chicago,London,GB,6,1200,2200
ma chicago,Glasgow,GB,1,1200,2000
ma chicago,Glasgow,GB,2,1200,2000
ma chicago,Glasgow,GB,3,1200,2000
ma chicago,Glasgow,GB,4,1200,2000
ma chicago,Glasgow,GB,5,1200,2000
ma chicago,Glasgow,GB,6,1200,2000
ma chicago,London,GB,0,1200,1500
ma chicago,London,GB,0,1800,2230
ma chicago,London,GB,1,1200,1500
ma chicago,London,GB,1,1800,2230
ma chicago,London,GB,2,1200,1500
ma chicago,London,GB,2,1800,2230
ma chicago,London,GB,3,1200,1500
ma chicago,London,GB,3,1800,2230
ma chicago,London,GB,4,1200,1500
ma chicago,London,GB,4,1800,2230
ma chicago,London,GB,5,1200,1500
ma chicago,London,GB,5,1800,2230
ma chicago,Glasgow,GB,1,0900,1700
ma chicago,Glasgow,GB,2,0900,1700
ma chicago,Glasgow,GB,3,0900,1700
ma chicago,Glasgow,GB,4,0900,1700
ma chicago,Glasgow,GB,5,1000,1700
ma chicago,Glasgow,GB,6,1000,1600
ma chicago,Liverpool,GB,0,1200,2230
ma chicago,Liverpool,GB,1,1200,2230
ma chicago,Liverpool,GB,2,1200,2230
ma chicago,Liverpool,GB,3,1200,2230
ma chicago,Liverpool,GB,4,1200,2300
ma chicago,Liverpool,GB,5,1200,2300
ma chicago,Liverpool,GB,6,1200,2200
ma chicago,Glasgow,GB,0,1100,2200
ma chicago,Glasgow,GB,1,1100,2200
ma chicago,Glasgow,GB,2,1100,2200
ma chicago,Glasgow,GB,3,1100,2200
ma chicago,Glasgow,GB,4,1100,2200
ma chicago,Glasgow,GB,5,1100,2200
ma chicago,Glasgow,GB,6,1100,2200
ma chicago,London,GB,1,1200,1700
ma chicago,London,GB,1,1830,2300
ma chicago,London,GB,2,1200,1700
ma chicago,London,GB,2,1830,2300
ma chicago,London,GB,3,1200,1700
ma chicago,London,GB,3,1830,2300
ma chicago,London,GB,4,1200,1700
ma chicago,London,GB,4,1830,2300
ma chicago,London,GB,5,1200,1700
ma chicago,London,GB,5,1830,2300
ma chicago,Liverpool,GB,0,1000,0200
ma chicago,Liverpool,GB,1,1000,0200
ma chicago,Liverpool,GB,2,1000,0200
ma chicago,Liverpool,GB,3,1000,0200
ma chicago,Liverpool,GB,4,1000,0300
ma chicago,Liverpool,GB,5,1000,0300
ma chicago,Liverpool,GB,6,1000,0200
ma chicago,Liverpool,GB,0,1200,0300
ma chicago,Liverpool,GB,1,1200,0300
ma chicago,Liverpool,GB,2,1200,0300
ma chicago,Liverpool,GB,3,1200,0300
ma chicago,Liverpool,GB,4,1200,0300
ma chicago,Liverpool,GB,5,1400,0300
ma chicago,Liverpool,GB,6,1400,0300
ma chicago,Liverpool,GB,0,0630,1630
ma chicago,Liverpool,GB,1,0630,1630
ma chicago,Liverpool,GB,2,0630,1630
ma chicago,Liverpool,GB,3,0630,1630
ma chicago,Liverpool,GB,4,0630,1630
ma chicago,Liverpool,GB,5,0630,1630
ma chicago,London,GB,0,0800,1700
ma chicago,London,GB,1,0800,1700
ma chicago,London,GB,2,0800,1700
ma chicago,London,GB,3,0800,1700
ma chicago,London,GB,4,0800,1700
ma chicago,London,GB,5,0800,1700
ma chicago,London,GB,6,0800,1700
ma chicago,Glasgow,GB,0,1200,2300
ma chicago,Glasgow,GB,1,1200,2300
ma chicago,Glasgow,GB,2,1200,2300
ma chicago,Glasgow,GB,3,1200,2300
ma chicago,Glasgow,GB,4,1200,2300
ma chicago,Glasgow,GB,5,1200,2300
ma chicago,Glasgow,GB,6,1200,2300
ma chicago,London,GB,0,1000,1700
ma chicago,London,GB,1,1000,1700
ma chicago,London,GB,2,1000,1700
ma chicago,London,GB,3,1000,1700
ma chicago,London,GB,4,1000,1800
ma chicago,London,GB,5,1000,1700
ma chicago,London,GB,1,1000,1700
ma chicago,London,GB,2,1000,1700
ma chicago,London,GB,3,1000,1700
ma chicago,London,GB,4,1000,1800
ma chicago,London,GB,5,0800,1700
ma chicago,Glasgow,GB,0,1700,2130
ma chicago,Glasgow,GB,1,1700,2100
ma chicago,Glasgow,GB,2,1700,2100
ma chicago,Glasgow,GB,3,1700,2100
ma chicago,Glasgow,GB,4,1200,1430
ma chicago,Glasgow,GB,4,1700,2100
ma chicago,Glasgow,GB,5,1200,1430
ma chicago,Glasgow,GB,5,1700,2100
ma chicago,Glasgow,GB,6,1200,1430
ma chicago,Glasgow,GB,6,1700,2100
ma chicago,London,GB,0,1100,0000
ma chicago,London,GB,1,1100,0000
ma chicago,London,GB,2,1100,0000
ma chicago,London,GB,3,1100,0000
ma chicago,London,GB,4,1100,0000
ma chicago,London,GB,5,1100,0000
ma chicago,London,GB,6,1100,0000
ma chicago,Glasgow,GB,0,1100,0000
ma chicago,Glasgow,GB,1,1100,0000
ma chicago,Glasgow,GB,2,1100,0000
ma chicago,Glasgow,GB,3,1100,0000
ma chicago,Glasgow,GB,4,1100,0100
ma chicago,Glasgow,GB,5,1100,0100
ma chicago,Glasgow,GB,6,1200,0000
ma chicago,Liverpool,GB,0,1700,0200
ma chicago,Liverpool,GB,1,1700,0200
ma chicago,Liverpool,GB,2,1700,0200
ma chicago,Liverpool,GB,3,1700,0200
ma chicago,Liverpool,GB,4,1700,0300
ma chicago,Liverpool,GB,5,1200,0300
ma chicago,Liverpool,GB,6,1200,0200
ma chicago,London,GB,0,1200,1500
ma chicago,London,GB,0,1700,2200
ma chicago,London,GB,1,1200,1500
ma chicago,London,GB,1,1700,2200
ma chicago,London,GB,2,1200,1500
ma chicago,London,GB,2,1700,2200
ma chicago,London,GB,3,1200,1500
ma chicago,London,GB,3,1700,2200
ma chicago,London,GB,4,1200,1500
ma chicago,London,GB,4,1700,2200
ma chicago,London,GB,5,1200,1500
ma chicago,London,GB,5,1700,2200
ma chicago,London,GB,0,1200,2300
ma chicago,London,GB,1,1200,2300
ma chicago,London,GB,2,1200,2300
ma chicago,London,GB,3,1200,2300
ma chicago,London,GB,4,1200,2330
ma chicago,London,GB,5,1200,2330
ma chicago,London,GB,6,1100,2200
ma chicago,London,GB,0,1000,2300
ma chicago,London,GB,1,1000,2300
ma chicago,London,GB,2,1000,2300
ma chicago,London,GB,3,1000,2300
ma chicago,London,GB,4,1000,2300
ma chicago,London,GB,5,1000,2300
ma chicago,London,GB,6,1200,2100
ma chicago,London,GB,0,1200,1800
ma chicago,London,GB,1,1200,1800
ma chicago,London,GB,2,1200,1800
ma chicago,London,GB,3,1200,1800
ma chicago,London,GB,4,1200,1800
ma chicago,London,GB,0,1200,2330
ma chicago,London,GB,1,1200,2330
ma chicago,London,GB,2,1200,2330
ma chicago,London,GB,3,1200,2330
ma chicago,London,GB,4,1200,2330
ma chicago,London,GB,5,1200,2330
ma chicago,London,GB,6,1200,2230
ma chicago,Glasgow,GB,0,1200,2230
ma chicago,Glasgow,GB,1,1200,2230
ma chicago,Glasgow,GB,2,1200,2230
ma chicago,Glasgow,GB,3,1200,2230
ma chicago,Glasgow,GB,4,1200,2230
ma chicago,Glasgow,GB,5,1200,2230
ma chicago,Glasgow,GB,6,1200,2200
ma chicago,Glasgow,GB,1,1100,2300
ma chicago,Glasgow,GB,2,1100,2300
ma chicago,Glasgow,GB,3,1100,2300
ma chicago,Glasgow,GB,4,1100,2300
ma chicago,Glasgow,GB,5,1100,2300
ma chicago,Glasgow,GB,6,1100,2300
ma chicago,London,GB,0,1200,2300
ma chicago,London,GB,1,1200,2300
ma chicago,London,GB,2,1200,2300
ma chicago,London,GB,3,1200,2300
ma chicago,London,GB,4,1200,2300
ma chicago,London,GB,5,1200,2300
ma chicago,London,GB,6,1200,2200
ma chicago,London,GB,0,1700,0000
ma chicago,London,GB,1,1700,0000
ma chicago,London,GB,2,1700,0000
ma chicago,London,GB,3,1700,0000
ma chicago,London,GB,4,1700,0000
ma chicago,London,GB,5,1200,0000
ma chicago,London,GB,6,1200,0000
ma chicago,London,GB,0,1100,0100
ma chicago,London,GB,1,1100,0100
ma chicago,London,GB,2,1100,0100
ma chicago,London,GB,3,1100,0100
ma chicago,London,GB,4,1100,0100
ma chicago,London,GB,5,1100,0100
ma chicago,London,GB,6,1200,0100
ma chicago,London,GB,0,1200,2300
ma chicago,London,GB,1,1200,2300
ma chicago,London,GB,2,1200,2300
ma chicago,London,GB,3,1200,2300
ma chicago,London,GB,4,1200,2300
ma chicago,London,GB,5,1700,2300
ma chicago,London,GB,0,1800,2300
ma chicago,London,GB,1,1800,2300
ma chicago,London,GB,2,1800,2300
ma chicago,London,GB,3,1800,2300
ma chicago,London,GB,4,1800,2300
ma chicago,London,GB,5,1200,2300
ma chicago,London,GB,6,1200,2300
ma chicago,London,GB,0,0800,2330
ma chicago,London,GB,1,0800,2330
ma chicago,London,GB,2,0800,2330
ma chicago,London,GB,3,0800,2330
ma chicago,London,GB,4,0800,2330
ma chicago,London,GB,5,0800,2330
ma chicago,London,GB,6,0800,2330
ma chicago,London,GB,0,0530,1900
ma chicago,London,GB,1,0530,1900
ma chicago,London,GB,2,0530,1900
ma chicago,London,GB,3,0530,1900
ma chicago,London,GB,4,0530,1900
ma chicago,London,GB,5,0600,1900
ma chicago,London,GB,6,0600,1900
ma chicago,London,GB,0,1230,2300
ma chicago,London,GB,1,1230,2300
ma chicago,London,GB,2,1230,2300
ma chicago,London,GB,3,1230,2300
ma chicago,London,GB,4,1230,2300
ma chicago,London,GB,5,1230,2300
ma chicago,London,GB,6,1230,2300
